domain1	domain2	pid
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/449-511	0.7741935483870968
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/535-597	0.2903225806451613
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/607-672	0.27419354838709675
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/682-747	0.31746031746031744
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/757-822	0.3333333333333333
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/851-916	0.2903225806451613
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/926-991	0.31746031746031744
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1001-1066	0.3333333333333333
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1095-1160	0.2903225806451613
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1170-1235	0.31746031746031744
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1245-1310	0.3333333333333333
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1339-1404	0.2903225806451613
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1414-1479	0.31746031746031744
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1489-1554	0.3333333333333333
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1583-1648	0.2903225806451613
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1658-1723	0.31746031746031744
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1733-1798	0.3333333333333333
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1827-1892	0.2903225806451613
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1902-1967	0.31746031746031744
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/1977-2042	0.3333333333333333
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/2071-2136	0.2903225806451613
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/2146-2211	0.31746031746031744
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/2221-2286	0.3333333333333333
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/2315-2380	0.2903225806451613
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/2390-2455	0.31746031746031744
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/2465-2530	0.3333333333333333
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/2559-2624	0.2903225806451613
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/2634-2699	0.30158730158730157
A0A087WZJ2_HUMAN/177-240	A0A087WZJ2_HUMAN/2728-2793	0.30158730158730157
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/535-597	0.31666666666666665
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/607-672	0.3114754098360656
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/682-747	0.3442622950819672
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/757-822	0.36065573770491804
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/851-916	0.3333333333333333
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/926-991	0.3442622950819672
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1001-1066	0.36065573770491804
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1095-1160	0.3333333333333333
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1170-1235	0.3442622950819672
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1245-1310	0.36065573770491804
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1339-1404	0.3333333333333333
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1414-1479	0.3442622950819672
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1489-1554	0.36065573770491804
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1583-1648	0.3333333333333333
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1658-1723	0.3442622950819672
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1733-1798	0.36065573770491804
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1827-1892	0.3333333333333333
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1902-1967	0.3442622950819672
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/1977-2042	0.36065573770491804
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/2071-2136	0.3333333333333333
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/2146-2211	0.3442622950819672
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/2221-2286	0.36065573770491804
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/2315-2380	0.3333333333333333
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/2390-2455	0.3442622950819672
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/2465-2530	0.36065573770491804
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/2559-2624	0.3333333333333333
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/2634-2699	0.32786885245901637
A0A087WZJ2_HUMAN/449-511	A0A087WZJ2_HUMAN/2728-2793	0.3442622950819672
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/607-672	0.4032258064516129
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/682-747	0.45161290322580644
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/757-822	0.46774193548387094
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/851-916	0.4444444444444444
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/926-991	0.45161290322580644
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1001-1066	0.46774193548387094
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1095-1160	0.4444444444444444
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1170-1235	0.45161290322580644
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1245-1310	0.46774193548387094
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1339-1404	0.4444444444444444
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1414-1479	0.45161290322580644
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1489-1554	0.46774193548387094
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1583-1648	0.4444444444444444
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1658-1723	0.45161290322580644
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1733-1798	0.4838709677419355
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1827-1892	0.4444444444444444
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1902-1967	0.45161290322580644
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/1977-2042	0.4838709677419355
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/2071-2136	0.4444444444444444
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/2146-2211	0.45161290322580644
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/2221-2286	0.4838709677419355
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/2315-2380	0.4444444444444444
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/2390-2455	0.45161290322580644
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/2465-2530	0.4838709677419355
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/2559-2624	0.4444444444444444
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/2634-2699	0.43548387096774194
A0A087WZJ2_HUMAN/535-597	A0A087WZJ2_HUMAN/2728-2793	0.46774193548387094
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/682-747	0.734375
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/757-822	0.671875
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/851-916	0.9076923076923077
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/926-991	0.734375
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1001-1066	0.671875
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1095-1160	0.9076923076923077
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1170-1235	0.734375
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1245-1310	0.671875
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1339-1404	0.8769230769230769
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1414-1479	0.734375
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1489-1554	0.671875
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1583-1648	0.9076923076923077
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1658-1723	0.734375
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1733-1798	0.671875
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1827-1892	0.9076923076923077
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1902-1967	0.734375
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/1977-2042	0.671875
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/2071-2136	0.9076923076923077
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/2146-2211	0.734375
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/2221-2286	0.671875
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/2315-2380	0.9076923076923077
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/2390-2455	0.734375
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/2465-2530	0.671875
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/2559-2624	0.9076923076923077
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/2634-2699	0.734375
A0A087WZJ2_HUMAN/607-672	A0A087WZJ2_HUMAN/2728-2793	0.546875
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/757-822	0.7121212121212122
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/851-916	0.7846153846153846
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/926-991	1.0
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1001-1066	0.7121212121212122
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1095-1160	0.7846153846153846
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1170-1235	1.0
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1245-1310	0.7121212121212122
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1339-1404	0.7692307692307693
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1414-1479	1.0
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1489-1554	0.7121212121212122
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1583-1648	0.7846153846153846
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1658-1723	1.0
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1733-1798	0.696969696969697
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1827-1892	0.7846153846153846
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1902-1967	1.0
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/1977-2042	0.696969696969697
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/2071-2136	0.7846153846153846
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/2146-2211	1.0
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/2221-2286	0.696969696969697
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/2315-2380	0.7846153846153846
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/2390-2455	1.0
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/2465-2530	0.696969696969697
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/2559-2624	0.7846153846153846
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/2634-2699	0.9848484848484849
A0A087WZJ2_HUMAN/682-747	A0A087WZJ2_HUMAN/2728-2793	0.6363636363636364
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/851-916	0.7384615384615385
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/926-991	0.7121212121212122
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1001-1066	1.0
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1095-1160	0.7384615384615385
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1170-1235	0.7121212121212122
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1245-1310	1.0
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1339-1404	0.7384615384615385
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1414-1479	0.7121212121212122
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1489-1554	1.0
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1583-1648	0.7384615384615385
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1658-1723	0.7121212121212122
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1733-1798	0.9848484848484849
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1827-1892	0.7384615384615385
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1902-1967	0.7121212121212122
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/1977-2042	0.9848484848484849
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/2071-2136	0.7384615384615385
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/2146-2211	0.7121212121212122
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/2221-2286	0.9848484848484849
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/2315-2380	0.7384615384615385
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/2390-2455	0.7121212121212122
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/2465-2530	0.9848484848484849
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/2559-2624	0.7384615384615385
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/2634-2699	0.696969696969697
A0A087WZJ2_HUMAN/757-822	A0A087WZJ2_HUMAN/2728-2793	0.6666666666666666
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/926-991	0.7846153846153846
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1001-1066	0.7384615384615385
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1095-1160	1.0
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1170-1235	0.7846153846153846
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1245-1310	0.7384615384615385
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1339-1404	0.9696969696969697
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1414-1479	0.7846153846153846
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1489-1554	0.7384615384615385
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1583-1648	1.0
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1658-1723	0.7846153846153846
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1733-1798	0.7384615384615385
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1827-1892	1.0
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1902-1967	0.7846153846153846
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/1977-2042	0.7384615384615385
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/2071-2136	1.0
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/2146-2211	0.7846153846153846
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/2221-2286	0.7384615384615385
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/2315-2380	1.0
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/2390-2455	0.7846153846153846
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/2465-2530	0.7384615384615385
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/2559-2624	1.0
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/2634-2699	0.7846153846153846
A0A087WZJ2_HUMAN/851-916	A0A087WZJ2_HUMAN/2728-2793	0.6461538461538462
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1001-1066	0.7121212121212122
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1095-1160	0.7846153846153846
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1170-1235	1.0
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1245-1310	0.7121212121212122
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1339-1404	0.7692307692307693
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1414-1479	1.0
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1489-1554	0.7121212121212122
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1583-1648	0.7846153846153846
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1658-1723	1.0
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1733-1798	0.696969696969697
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1827-1892	0.7846153846153846
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1902-1967	1.0
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/1977-2042	0.696969696969697
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/2071-2136	0.7846153846153846
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/2146-2211	1.0
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/2221-2286	0.696969696969697
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/2315-2380	0.7846153846153846
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/2390-2455	1.0
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/2465-2530	0.696969696969697
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/2559-2624	0.7846153846153846
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/2634-2699	0.9848484848484849
A0A087WZJ2_HUMAN/926-991	A0A087WZJ2_HUMAN/2728-2793	0.6363636363636364
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1095-1160	0.7384615384615385
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1170-1235	0.7121212121212122
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1245-1310	1.0
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1339-1404	0.7384615384615385
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1414-1479	0.7121212121212122
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1489-1554	1.0
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1583-1648	0.7384615384615385
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1658-1723	0.7121212121212122
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1733-1798	0.9848484848484849
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1827-1892	0.7384615384615385
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1902-1967	0.7121212121212122
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/1977-2042	0.9848484848484849
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/2071-2136	0.7384615384615385
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/2146-2211	0.7121212121212122
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/2221-2286	0.9848484848484849
A0A087WZJ2_HUMAN/1001-1066	A0A087WZJ2_HUMAN/2315-2380	0.7384615384615385
